Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
110,Marquez Valdes-Scantling\ValdMa00,GNB,WR,26,10,8,0.00,0.00,0.00,0.00,0.00,0.20,1.30,6.50,0.00,5.10,2.50,51.8,20.72,0.40,0.10,0.10,0.40,,,7.50,10.0,104.1,8.76,,3.80,
111,Tim Patrick\PatrTi00,DEN,WR,27,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.22,4.00,62.6,15.64,0.33,0.00,0.00,0.33,,,8.22,12.3,113.3,10.3,,4.56,
112,Darius Slayton\SlayDa01,NYG,WR,23,10,9,0.00,0.00,0.00,0.00,0.00,0.20,-0.10,-0.50,0.00,6.40,3.80,58.4,15.37,0.30,0.10,0.10,0.30,,,7.40,11.2,116.3,9.33,,4.00,
113,Mike Williams\WillMi07,LAC,WR,26,9,6,0.00,0.00,0.00,0.00,0.00,0.11,0.11,1.00,0.00,5.78,3.22,55.9,17.34,0.44,0.00,0.00,0.44,,,8.22,11.5,106.4,9.88,,4.33,
114,Corey Davis\DaviCo03,TEN,WR,25,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.88,4.88,68.6,14.08,0.38,0.00,0.00,0.38,,,9.13,14.0,114.9,11.6,,5.25,
115,Christian McCaffrey\McCaCh01,CAR,RB,24,3,3,0.00,0.00,0.00,0.00,0.00,19.7,75.0,3.81,1.67,6.33,5.67,49.7,8.76,0.33,0.00,0.00,2.00,,,24.3,30.1,96.4,27.3,,10.3,
116,Jerry Jeudy\JeudJe00,DEN,WR,21,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,7.70,3.70,58.9,15.92,0.20,0.20,0.00,0.20,,,7.10,10.8,110.9,8.94,,4.30,
117,Jamaal Williams\WillJa06,GNB,RB,25,9,3,0.00,0.00,0.00,0.00,0.00,9.00,37.3,4.15,0.11,3.44,3.00,23.6,7.85,0.11,0.00,0.00,0.22,0.22,,7.89,10.9,103.8,9.37,,3.56,
118,Travis Fulgham\FulgTr00,PHI,WR,25,7,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,8.00,4.43,64.4,14.55,0.57,0.00,0.00,0.57,,,9.86,14.3,103.1,12.1,,6.29,
119,Myles Gaskin\GaskMy00,MIA,RB,23,7,5,0.00,0.00,0.00,0.00,0.00,14.3,55.3,3.87,0.29,5.00,4.29,28.3,6.60,0.00,0.14,0.14,0.29,,,9.86,14.1,105.5,11.9,,4.71,
120,Giovani Bernard\BernGi00,CIN,RB,29,10,4,0.00,0.00,0.00,0.00,0.00,5.70,19.1,3.35,0.20,4.10,3.20,24.4,7.63,0.20,0.00,0.00,0.40,,,6.80,9.95,105.5,8.35,,3.60,
121,J.K. Dobbins\DobbJK00,BAL,RB,22,10,0,0.00,0.00,0.00,0.00,0.00,7.20,38.0,5.28,0.30,2.20,1.70,10.3,6.06,0.00,0.00,0.00,0.30,0.10,,6.80,8.53,91.3,7.68,,3.40,
122,Latavius Murray\MurrLa00,NOR,RB,30,10,5,0.00,0.00,0.00,0.00,0.00,10.2,42.7,4.19,0.20,1.60,1.40,13.0,9.29,0.00,0.00,0.00,0.20,,,6.80,8.17,87.7,7.47,,3.50,
123,Damien Harris\HarrDa06,NWE,RB,23,7,7,0.00,0.00,0.00,0.00,0.00,13.7,73.4,5.35,0.29,0.57,0.43,5.29,12.33,0.00,0.00,0.00,0.29,,,9.57,10.0,73.1,9.80,,5.29,
124,Wayne Gallman\GallWa00,NYG,RB,26,9,4,0.00,0.00,0.00,0.00,0.00,7.67,30.6,3.99,0.56,1.78,1.44,8.33,5.77,0.00,0.00,0.00,0.56,,,7.22,8.67,81.0,7.94,,4.22,
125,Chris Godwin\GodwCh00,TAM,WR,24,7,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,7.29,5.86,66.4,11.34,0.43,0.00,0.00,0.43,,,9.29,15.1,108.5,12.1,,6.43,
126,Devin Singletary\SingDe00,BUF,RB,23,10,10,0.00,0.00,0.00,0.00,0.00,9.90,40.1,4.05,0.10,3.60,2.50,18.7,7.48,0.00,0.00,0.00,0.10,,,6.50,8.98,95.8,7.73,,3.90,
127,Odell Beckham Jr.\BeckOd00,CLE,WR,28,7,7,0.14,0.14,2.57,0.00,0.00,0.43,10.3,24.00,0.14,6.14,3.29,45.6,13.87,0.43,0.00,0.00,0.57,,,9.14,12.4,89.8,10.8,,6.57,
128,Jimmy Garoppolo\GaroJi00,SFO,QB,29,6,6,15.7,23.3,182.7,1.17,0.83,1.67,4.17,2.50,0.00,0.00,0.00,0.00,,0.00,0.33,0.00,0.00,,,10.7,10.7,72.3,11.5,,5.00,
129,Nick Mullens\MullNi00,SFO,QB,25,6,4,19.2,28.5,231.7,1.00,1.00,1.33,0.17,0.13,0.00,0.00,0.00,0.00,,0.00,0.67,0.33,0.00,,,10.7,10.6,74.7,11.6,,5.17,
130,Mecole Hardman\HardMe00,KAN,WR,22,10,6,0.00,0.00,0.00,0.00,0.00,0.20,1.60,8.00,0.00,3.40,2.60,41.1,15.81,0.30,0.00,0.00,0.30,0.10,,6.30,8.87,91.7,7.57,,4.70,
131,Randall Cobb\CobbRa00,HOU,WR,30,10,2,0.00,0.10,0.00,0.00,0.00,0.00,0.00,,0.00,4.80,3.80,44.1,11.61,0.30,0.00,0.00,0.30,,,6.20,10.0,103.1,8.11,,4.90,
132,Sam Darnold\DarnSa00,NYJ,QB,23,6,6,18.7,31.8,174.2,0.50,1.00,3.00,23.0,7.67,0.17,0.00,0.00,0.00,,0.00,0.17,0.00,0.17,,,10.3,10.3,73.6,11.3,,5.50,
133,Taysom Hill\HillTa00,NOR,QB,30,10,5,2.20,2.80,31.9,0.00,0.00,4.40,23.7,5.39,0.30,0.80,0.60,7.40,12.33,0.10,0.50,0.30,0.40,,,6.20,6.79,76.9,6.49,,3.20,
134,David Moore\MoorDa03,SEA,WR,25,10,4,0.00,0.00,0.00,0.00,0.00,0.50,4.60,9.20,0.00,3.10,2.40,33.7,14.04,0.40,0.10,0.00,0.40,,,6.20,8.63,89.3,7.43,,4.80,
135,Jamison Crowder\CrowJa00,NYJ,WR,27,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,8.50,5.33,70.8,13.28,0.50,0.00,0.00,0.50,,,10.2,15.4,95.5,12.8,,8.33,
136,Leonard Fournette\FourLe00,TAM,RB,25,9,0,0.00,0.00,0.00,0.00,0.00,7.33,29.0,3.95,0.33,3.78,2.78,17.9,6.44,0.00,0.00,0.00,0.33,,,6.67,9.47,91.2,8.08,,4.44,
137,Adrian Peterson\PeteAd01,DET,RB,35,10,7,0.00,0.00,0.00,0.00,0.00,10.4,38.9,3.74,0.20,1.60,1.10,7.80,7.09,0.00,0.00,0.00,0.20,,,5.90,6.97,72.7,6.42,,4.10,
138,Emmanuel Sanders\SandEm00,NOR,WR,33,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.88,4.38,51.6,11.80,0.38,0.13,0.00,0.38,,,7.38,11.8,97.3,9.60,,6.38,
139,Eric Ebron\EbroEr00,PIT,TE,27,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.60,3.50,35.9,10.26,0.40,0.10,0.10,0.40,,,5.80,9.29,96.9,7.54,,1.20,
140,Gus Edwards\EdwaGu00,BAL,RB,25,10,3,0.00,0.00,0.00,0.00,0.00,8.50,37.6,4.42,0.30,0.70,0.30,4.20,14.00,0.00,0.10,0.10,0.30,,,5.80,6.08,64.8,5.93,,4.20,
141,Devontae Booker\BookDe00,LVR,RB,28,10,0,0.00,0.00,0.00,0.00,0.00,5.40,32.0,5.93,0.30,1.00,1.00,6.50,6.50,0.00,0.10,0.00,0.30,,,5.70,6.65,69.5,6.15,,4.50,
142,Frank Gore\GoreFr00,NYJ,RB,37,10,9,0.00,0.00,0.00,0.00,0.00,12.3,44.7,3.63,0.10,1.30,1.00,5.80,5.80,0.00,0.00,0.00,0.10,,,5.70,6.65,69.5,6.15,,4.60,
143,J.D. McKissic\McKiJ.00,WAS,RB,27,10,3,0.00,0.00,0.00,0.00,0.00,4.90,21.7,4.43,0.10,6.60,4.40,31.7,7.20,0.00,0.20,0.10,0.10,,,5.70,10.1,108.4,7.94,,4.30,
144,Raheem Mostert\MostRa00,SFO,RB,28,4,4,0.00,0.00,0.00,0.00,0.00,12.8,75.8,5.94,0.25,3.00,2.75,37.5,13.64,0.25,0.00,0.00,0.50,,,14.3,17.1,74.3,15.7,,11.0,
145,Dalton Schultz\SchuDa00,DAL,TE,24,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.10,3.90,40.8,10.46,0.30,0.10,0.10,0.30,,,5.70,9.58,99.8,7.63,,1.30,
146,Preston Williams\WillPr01,MIA,WR,23,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.38,2.25,36.0,16.00,0.50,0.00,0.00,0.50,0.25,,7.13,9.35,77.8,8.22,,6.50,
147,Noah Fant\FantNo00,DEN,TE,23,9,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.44,4.33,46.9,10.82,0.22,0.00,0.00,0.22,0.11,,6.22,10.6,98.2,8.41,,1.56,
148,Michael Gallup\GallMi00,DAL,WR,24,10,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.00,3.10,49.7,16.03,0.10,0.00,0.00,0.10,,,5.60,8.67,89.7,7.12,,5.40,
149,Hunter Renfrow\RenfHu00,LVR,WR,25,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.10,3.10,43.6,14.06,0.20,0.10,0.00,0.20,,,5.60,8.66,89.6,7.11,,5.50,
150,Willie Snead\SneaWi00,BAL,WR,28,10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,2.80,37.9,13.54,0.30,0.10,0.00,0.30,,,5.60,8.39,86.9,6.99,,5.30,
151,Marquise Brown\BrowMa04,BAL,WR,23,10,9,0.00,0.00,0.00,0.00,0.00,0.10,0.10,1.00,0.00,5.90,3.20,43.1,13.47,0.20,0.00,0.00,0.20,,,5.50,8.72,90.2,7.12,,5.60,
152,Joe Flacco\FlacJo00,NYJ,QB,35,5,4,14.8,26.8,172.8,1.20,0.60,1.20,4.40,3.67,0.00,0.00,0.00,0.00,,0.00,0.20,0.00,0.00,,,11.0,11.0,60.8,11.6,,6.80,
153,Scott Miller\MillSc01,TAM,WR,23,11,5,0.00,0.00,0.00,0.00,0.00,0.27,1.27,4.67,0.00,3.82,2.45,37.6,15.33,0.18,0.00,0.00,0.18,,,5.00,7.44,84.8,6.21,,5.18,
154,Josh Reynolds\ReynJo00,LAR,WR,25,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.40,3.30,44.8,13.58,0.20,0.20,0.10,0.20,,,5.50,8.78,91.8,7.13,,5.80,
155,Damiere Byrd\ByrdDa00,NWE,WR,27,10,8,0.00,0.00,0.00,0.00,0.00,0.10,1.10,11.00,0.00,4.80,3.20,46.9,14.66,0.10,0.20,0.00,0.10,,,5.40,8.60,89.0,7.00,,6.00,
156,Jarvis Landry\LandJa00,CLE,WR,28,10,9,0.20,0.20,5.60,0.10,0.00,0.30,0.70,2.33,0.00,5.70,3.80,47.1,12.39,0.00,0.00,0.00,0.00,,,5.40,9.20,95.0,7.30,,5.90,
157,Jeff Wilson\WilsJe01,SFO,RB,25,6,1,0.00,0.00,0.00,0.00,0.00,6.33,27.2,4.29,0.67,1.17,1.00,12.5,12.50,0.17,0.00,0.00,0.83,,,9.00,9.97,62.8,9.47,,7.83,
158,Mike Gesicki\GesiMi00,MIA,TE,25,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.60,2.80,41.4,14.79,0.20,0.00,0.00,0.20,,,5.30,8.14,84.4,6.74,,1.50,
159,Dwayne Haskins\HaskDw00,WAS,QB,23,4,4,22.3,36.5,234.8,1.00,0.75,3.25,7.50,2.31,0.25,0.00,0.00,0.00,,0.00,1.00,0.50,0.25,,,13.3,13.2,60.6,13.9,,8.75,
160,Zack Moss\MossZa00,BUF,RB,23,7,0,0.00,0.00,0.00,0.00,0.00,8.43,32.0,3.80,0.43,1.71,1.29,9.71,7.56,0.14,0.00,0.00,0.57,,,7.57,8.89,65.2,8.24,,6.86,
161,Boston Scott\ScotBo02,PHI,RB,25,10,3,0.00,0.00,0.00,0.00,0.00,5.60,27.0,4.82,0.10,2.10,1.60,14.0,8.75,0.10,0.10,0.00,0.20,,,5.30,6.90,75.0,6.10,,4.90,
162,Tyler Higbee\HigbTy00,LAR,TE,27,9,9,0.00,0.00,0.00,0.00,0.00,0.11,0.11,1.00,0.00,3.89,3.00,35.0,11.67,0.33,0.00,0.00,0.33,0.11,,5.78,8.73,81.6,7.23,,1.78,
163,John Brown\BrowJo02,BUF,WR,30,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.00,3.63,48.3,13.31,0.25,0.00,0.00,0.25,,,6.38,9.95,82.6,8.14,,7.63,
164,Jared Cook\CookJa02,NOR,TE,33,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.89,2.44,31.7,12.95,0.44,0.11,0.11,0.44,,,5.67,8.06,76.5,6.83,,1.89,
165,Russell Gage\GageRu00,ATL,WR,24,10,3,0.00,0.10,0.00,0.00,0.00,0.10,-0.20,-2.00,0.00,6.40,4.20,43.7,10.40,0.10,0.00,0.00,0.10,,,5.00,9.15,94.5,7.05,,6.30,
166,Zach Pascal\PascZa00,IND,WR,26,10,10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,,0.00,4.80,3.10,38.4,12.39,0.20,0.00,0.00,0.20,,,5.00,8.14,84.4,6.59,,6.20,
167,Evan Engram\EngrEv00,NYG,TE,26,10,8,0.00,0.00,0.00,0.00,0.00,0.50,2.10,4.20,0.10,6.70,3.80,34.7,9.13,0.10,0.00,0.00,0.20,,,4.90,8.68,89.8,6.78,,1.90,
168,Tre'Quan Smith\SmitTr03,NOR,WR,24,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.50,2.60,30.5,11.73,0.30,0.10,0.00,0.30,,,4.90,7.45,77.5,6.15,,6.50,
169,Tua Tagovailoa\TagoTu00,MIA,QB,22,5,4,12.0,19.4,120.4,1.20,0.00,3.00,6.80,2.27,0.00,0.00,0.00,0.00,,0.00,0.20,0.20,0.00,,,9.80,9.90,53.5,9.90,,7.20,
170,Logan Thomas\ThomLo00,WAS,TE,29,10,9,0.00,0.00,0.00,0.00,0.00,0.10,0.20,2.00,0.00,5.60,3.00,30.8,10.27,0.30,0.00,0.00,0.30,,,4.90,7.90,82.0,6.40,,1.80,
171,Mitchell Trubisky\TrubMi00,CHI,QB,26,4,3,12.8,21.5,140.0,1.50,0.75,2.25,22.5,10.00,0.00,0.00,0.00,0.00,,0.00,0.25,0.00,0.00,,,12.3,12.3,55.4,13.1,,9.25,
172,Greg Ward\WardGr02,PHI,WR,25,10,7,0.00,0.00,0.00,0.00,0.00,0.20,-0.40,-2.00,0.00,5.50,4.00,29.1,7.28,0.30,0.20,0.00,0.30,0.10,,4.90,8.87,91.7,6.87,,6.40,
173,Joshua Kelley\KellJo01,LAC,RB,23,10,0,0.00,0.00,0.00,0.00,0.00,10.2,31.1,3.05,0.10,2.10,2.10,14.5,6.90,0.00,0.20,0.20,0.10,,,4.80,6.86,76.6,5.81,,5.00,
174,Jalen Guyton\GuytJa01,LAC,WR,23,10,5,0.00,0.00,0.00,0.00,0.00,0.10,-0.40,-4.00,0.00,2.60,1.50,29.8,19.87,0.30,0.00,0.00,0.30,,,4.70,6.24,65.4,5.49,,6.60,
175,Phillip Lindsay\LindPh00,DEN,RB,26,7,5,0.00,0.00,0.00,0.00,0.00,10.4,56.3,5.40,0.14,1.14,0.29,2.00,7.00,0.00,0.00,0.00,0.14,,,6.71,6.97,51.8,6.83,,7.29,
176,Darnell Mooney\MoonDa00,CHI,WR,23,10,4,0.00,0.00,0.00,0.00,0.00,0.10,-0.30,-3.00,0.00,5.60,3.30,35.1,10.64,0.20,0.10,0.00,0.20,,,4.70,7.98,82.8,6.33,,6.70,
177,Gabriel Davis\DaviGa01,BUF,WR,21,10,5,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,3.10,1.90,27.5,14.47,0.30,0.00,0.00,0.30,,,4.60,6.45,67.5,5.50,,7.10,
178,Darren Fells\FellDa01,HOU,TE,34,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.40,1.90,27.5,14.47,0.30,0.00,0.00,0.30,,,4.60,6.45,67.5,5.50,,2.00,
179,Kenny Golladay\GollKe00,DET,WR,27,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.40,4.00,67.6,16.90,0.40,0.00,0.00,0.40,,,9.20,13.2,68.8,11.2,,13.8,
180,Jakobi Meyers\MeyeJa01,NWE,WR,24,8,4,0.13,0.13,3.00,0.13,0.00,0.13,0.25,2.00,0.00,5.13,3.88,48.9,12.61,0.00,0.00,0.00,0.00,0.13,,5.75,9.66,80.3,7.72,,8.50,
181,Anthony Miller\MillAn02,CHI,WR,26,10,3,0.00,0.00,0.00,0.00,0.00,0.10,0.90,9.00,0.00,5.70,3.40,34.9,10.26,0.20,0.20,0.10,0.20,,,4.60,7.98,83.8,6.28,,7.00,
182,Tony Pollard\PollTo00,DAL,RB,23,10,1,0.00,0.00,0.00,0.00,0.00,5.20,26.6,5.12,0.20,1.90,1.30,7.80,6.00,0.00,0.00,0.00,0.20,,,4.60,5.94,62.4,5.29,,5.20,
183,Kyle Allen\AlleKy00,WAS,QB,24,4,4,15.0,21.8,152.5,1.00,0.25,1.75,6.50,3.71,0.25,0.00,0.00,0.00,,0.00,0.25,0.25,0.25,,,11.3,11.3,50.0,11.5,,9.50,
184,Austin Ekeler\EkelAu00,LAC,RB,25,4,4,0.00,0.00,0.00,0.00,0.00,12.3,62.0,5.06,0.25,4.25,4.25,36.0,8.47,0.00,0.00,0.00,0.25,,,11.3,15.6,68.2,13.4,,13.5,
185,Alexander Mattison\MattAl01,MIN,RB,22,10,1,0.00,0.00,0.00,0.00,0.00,7.20,33.2,4.61,0.10,1.10,0.90,6.10,6.78,0.00,0.00,0.00,0.10,,,4.50,5.43,57.3,4.98,,5.30,
186,Breshad Perriman\PerrBr02,NYJ,WR,27,6,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.67,3.00,45.5,15.17,0.50,0.00,0.00,0.50,,,7.50,10.5,66.3,9.05,,12.0,
187,Kendrick Bourne\BourKe00,SFO,WR,25,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,3.22,42.0,13.03,0.11,0.00,0.00,0.11,,,4.89,8.09,75.8,6.48,,8.11,
188,Laviska Shenault Jr.\ShenLa00,JAX,WR,22,8,7,0.00,0.00,0.00,0.00,0.00,1.38,6.75,4.91,0.00,4.88,3.75,40.4,10.77,0.13,0.00,0.00,0.13,,,5.50,9.21,76.7,7.34,,9.25,
189,Carlos Hyde\HydeCa00,SEA,RB,30,5,1,0.00,0.00,0.00,0.00,0.00,9.00,40.8,4.53,0.60,2.00,1.60,10.0,6.25,0.00,0.00,0.00,0.60,,,8.60,10.3,54.4,9.48,,11.0,
190,A.J. Green\GreeA.00,CIN,WR,32,10,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,7.70,3.50,35.7,10.20,0.10,0.00,0.00,0.10,,,4.20,7.67,79.7,5.92,,7.60,
191,James Washington\WashJa00,PIT,WR,24,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.50,2.10,24.4,11.62,0.30,0.00,0.00,0.30,,,4.20,6.34,66.4,5.29,,7.50,
192,Mo Alie-Cox\AlieMo00,IND,TE,27,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,2.44,34.3,14.05,0.22,0.11,0.11,0.22,,,4.56,6.99,66.9,5.77,,2.44,
193,Danny Amendola\AmenDa00,DET,WR,35,9,3,0.00,0.00,0.00,0.00,0.00,0.11,0.22,2.00,0.00,4.89,3.11,45.7,14.68,0.00,0.00,0.00,0.00,,,4.56,7.70,72.3,6.14,,8.56,
194,Trey Burton\BurtTr01,IND,TE,29,7,2,0.00,0.00,0.00,0.00,0.00,0.29,0.43,1.50,0.29,4.57,2.86,24.4,8.55,0.29,0.00,0.00,0.57,,,5.86,8.77,64.4,7.34,,3.00,
195,Rashard Higgins\HiggRa00,CLE,WR,26,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.88,2.25,36.3,16.11,0.25,0.00,0.00,0.25,,,5.13,7.38,62.0,6.25,,9.75,
196,Brian Hill\HillBr02,ATL,RB,25,10,0,0.00,0.00,0.00,0.00,0.00,6.00,26.1,4.35,0.10,2.00,1.60,11.1,6.94,0.00,0.10,0.10,0.10,,,4.10,5.72,64.2,4.92,,5.60,
197,Allen Lazard\LazaAl00,GNB,WR,25,4,3,0.00,0.00,0.00,0.00,0.00,0.50,4.25,8.50,0.00,5.25,3.75,68.0,18.13,0.50,0.00,0.00,0.50,,,10.3,14.0,58.9,12.1,,19.8,
198,Jordan Wilkins\WilkJo01,IND,RB,26,10,0,0.00,0.00,0.00,0.00,0.00,7.20,27.1,3.76,0.10,0.80,0.60,6.00,10.00,0.00,0.00,0.00,0.10,0.10,,4.10,4.71,50.1,4.41,,5.70,
199,Kalen Ballage\BallKa00,2TM,RB,25,6,2,0.00,0.00,0.00,0.00,0.00,8.67,32.3,3.73,0.17,4.67,3.83,23.8,6.22,0.00,0.00,0.00,0.17,,,6.67,10.5,68.7,8.53,,9.83,
200,Marvin Hall\HallMa02,DET,WR,27,10,4,0.00,0.00,0.00,0.00,0.00,0.10,0.10,1.00,0.00,2.60,1.50,27.4,18.27,0.20,0.00,0.00,0.20,,,4.00,5.45,57.5,4.70,,8.10,
201,Mark Ingram\IngrMa01,BAL,RB,31,8,7,0.00,0.00,0.00,0.00,0.00,7.13,29.0,4.07,0.25,0.88,0.63,6.13,9.80,0.00,0.00,0.00,0.25,,,5.00,5.64,48.1,5.33,,7.25,
202,Golden Tate\TateGo00,NYG,WR,32,8,2,0.13,0.13,2.25,0.00,0.00,0.00,0.00,,0.00,4.25,3.00,33.8,11.25,0.25,0.00,0.00,0.25,,,5.00,7.96,66.7,6.46,,10.0,
203,Chris Conley\ConlCh00,JAX,WR,28,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.60,2.70,33.2,12.30,0.10,0.00,0.00,0.10,,,3.90,6.62,69.2,5.27,,8.20,
204,DeeJay Dallas\DallDe00,SEA,RB,22,8,2,0.00,0.00,0.00,0.00,0.00,3.75,12.6,3.37,0.25,2.13,1.88,12.5,6.67,0.13,0.00,0.00,0.38,,,4.75,6.64,59.1,5.70,,7.50,
205,Gerald Everett\EverGe00,LAR,TE,26,10,3,0.00,0.00,0.00,0.00,0.00,0.10,0.20,2.00,0.10,3.50,2.60,28.2,10.85,0.10,0.10,0.10,0.20,,,3.80,6.44,68.4,5.14,,2.30,
206,Dallas Goedert\GoedDa00,PHI,TE,25,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.17,3.83,43.8,11.43,0.33,0.00,0.00,0.33,,,6.33,10.2,64.3,8.30,,4.00,
207,Jakeem Grant\GranJa00,MIA,WR,28,10,2,0.00,0.00,0.00,0.00,0.00,0.30,2.00,6.67,0.00,3.50,2.40,24.1,10.04,0.10,0.10,0.00,0.20,,,3.80,6.21,65.1,5.01,,8.40,
208,Michael Pittman Jr.\PittMi01,IND,WR,23,7,4,0.00,0.00,0.00,0.00,0.00,0.14,3.00,21.00,0.00,4.43,3.43,43.1,12.58,0.14,0.00,0.00,0.14,,,5.43,8.90,65.3,7.19,,11.9,
209,Sterling Shepard\ShepSt00,NYG,WR,27,6,6,0.00,0.00,0.00,0.00,0.00,0.33,4.00,12.00,0.00,7.00,5.67,49.2,8.68,0.17,0.00,0.00,0.17,,,6.33,12.0,74.9,9.15,,14.2,
210,KJ Hamler\HamlKJ00,DEN,WR,21,8,3,0.00,0.00,0.00,0.00,0.00,0.50,4.00,8.00,0.00,5.50,3.13,34.4,11.00,0.13,0.25,0.00,0.13,,,4.63,7.71,64.7,6.15,,10.8,
211,La'Mical Perine\PeriLa00,NYJ,RB,22,9,0,0.00,0.00,0.00,0.00,0.00,6.11,22.4,3.67,0.22,1.44,1.11,5.44,4.90,0.00,0.00,0.00,0.22,,,4.11,5.23,50.1,4.68,,6.78,
212,Alex Smith\SmitAl03,WAS,QB,36,4,2,22.0,32.3,229.5,0.50,1.00,1.50,0.50,0.33,0.00,0.00,0.00,0.00,,0.00,0.25,0.00,0.00,,,9.25,9.22,43.9,10.2,,9.75,
213,Braxton Berrios\BerrBr00,NYJ,WR,25,10,2,0.00,0.00,0.00,0.00,0.00,0.10,1.30,13.00,0.00,3.90,2.40,22.3,9.29,0.20,0.00,0.00,0.20,,,3.60,5.96,62.6,4.76,,8.90,
214,Demarcus Robinson\RobiDe01,KAN,WR,26,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.80,2.70,26.4,9.78,0.20,0.10,0.10,0.20,,,3.60,6.34,67.4,4.99,,8.70,
215,Henry Ruggs III\RuggHe00,LVR,WR,21,8,8,0.00,0.00,0.00,0.00,0.00,0.75,5.50,7.33,0.00,3.25,1.75,32.0,18.29,0.13,0.00,0.00,0.13,,,4.50,6.25,53.0,5.38,,11.0,
216,Benny Snell Jr.\SnelBe00,PIT,RB,22,10,0,0.00,0.00,0.00,0.00,0.00,5.70,19.5,3.42,0.30,0.30,0.20,0.00,0.00,0.00,0.20,0.10,0.30,,,3.60,3.75,41.5,3.65,,6.20,
217,Julian Edelman\EdelJu00,NWE,WR,34,6,1,0.33,0.33,6.33,0.00,0.00,0.33,3.67,11.00,0.00,6.50,3.50,52.5,15.00,0.00,0.00,0.00,0.00,,,5.83,9.37,59.2,7.62,,15.0,
218,Kerryon Johnson\JohnKe06,DET,RB,23,10,2,0.00,0.00,0.00,0.00,0.00,3.60,12.9,3.58,0.10,1.50,1.00,10.0,10.00,0.10,0.00,0.00,0.20,,,3.50,4.49,50.9,3.99,,6.30,
219,Richard Rodgers\RodgRi00,PHI,TE,28,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,2.10,29.2,13.90,0.10,0.00,0.00,0.10,,,3.50,5.62,59.2,4.57,,2.50,
220,Jordan Akins\AkinJo00,HOU,TE,28,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.71,3.14,39.3,12.50,0.14,0.00,0.00,0.14,,,4.86,7.93,58.5,6.36,,3.86,
221,Andy Dalton\DaltAn00,DAL,QB,33,5,3,14.8,23.4,131.0,0.80,0.80,1.80,5.00,2.78,0.00,0.20,0.20,-0.60,-3.00,0.00,0.40,0.20,0.00,,,6.80,7.08,43.4,7.78,,8.00,
222,Anthony Firkser\FirkAn00,TEN,TE,25,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.90,2.90,28.2,9.72,0.10,0.00,0.00,0.10,,,3.40,6.32,66.2,4.87,,2.60,
223,Larry Fitzgerald\FitzLa00,ARI,WR,37,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.70,4.30,33.6,7.81,0.00,0.00,0.00,0.00,,,3.40,7.66,79.6,5.51,,9.30,
