Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
338,Donovan Peoples-Jones\PeopDo00,CLE,WR,21,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.86,0.71,10.3,14.40,0.14,0.00,0.00,0.14,,,1.86,2.60,18.2,2.24,,19.0,
339,Tarik Cohen\CoheTa00,CHI,RB,25,3,0,0.00,0.00,0.00,0.00,0.00,4.67,24.7,5.29,0.00,3.00,2.00,13.7,6.83,0.00,0.00,0.00,0.00,,,4.00,5.83,17.5,4.83,,32.0,
340,Bryan Edwards\EdwaBr01,LVR,WR,22,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,1.17,19.3,16.57,0.00,0.00,0.00,0.00,,,2.00,3.10,21.6,2.52,,23.5,
341,KhaDarel Hodge\HodgKh00,CLE,WR,25,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,1.00,20.7,20.67,0.00,0.00,0.00,0.00,,,2.00,3.07,21.4,2.57,,23.0,
342,Chris Hogan\HogaCh00,NYJ,WR,33,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.20,2.80,23.6,8.43,0.00,0.00,0.00,0.00,,,2.40,5.16,28.8,3.76,,28.0,
343,Foster Moreau\MoreFo00,LVR,TE,23,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.40,6.40,16.00,0.10,0.00,0.00,0.10,,,1.20,1.64,16.4,1.44,,6.40,
344,Ryan Nall\NallRy00,CHI,RB,25,10,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.80,0.70,5.70,8.14,0.10,0.00,0.00,0.10,,,1.20,1.87,18.7,1.52,,9.40,
345,Troymaine Pope\PopeTr00,LAC,RB,27,5,0,0.00,0.00,0.00,0.00,0.00,2.80,15.4,5.50,0.00,1.80,1.40,8.00,5.71,0.00,0.00,0.00,0.00,,,2.40,3.74,18.7,3.04,,19.0,
346,Malik Taylor\TaylMa01,GNB,WR,25,10,1,0.00,0.00,0.00,0.00,0.00,0.10,0.90,9.00,0.00,0.50,0.40,5.20,13.00,0.10,0.00,0.00,0.10,,,1.20,1.61,16.1,1.41,,13.9,
347,C.J. Beathard\BeatC.00,SFO,QB,27,3,0,7.67,12.7,77.3,0.33,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.33,0.33,0.00,,,3.67,3.77,12.3,3.77,,15.0,
348,Alex Collins\CollAl00,SEA,RB,26,2,1,0.00,0.00,0.00,0.00,0.00,6.50,24.0,3.69,0.50,1.00,0.50,2.00,4.00,0.00,0.00,0.00,0.50,,,5.50,6.10,12.2,5.85,,49.5,
349,AJ Dillon\DillAJ00,GNB,RB,22,7,0,0.00,0.00,0.00,0.00,0.00,3.29,13.9,4.22,0.00,0.14,0.14,2.29,16.00,0.00,0.00,0.00,0.00,,,1.57,1.76,12.3,1.69,,14.0,
350,Virgil Green\GreeVi00,LAC,TE,32,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.50,8.33,16.67,0.17,0.00,0.00,0.17,,,1.83,2.33,14.0,2.08,,10.8,
351,Josh Hill\HillJo02,NOR,TE,30,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.78,5.00,6.43,0.11,0.11,0.00,0.11,,,1.22,1.94,17.5,1.56,,7.33,
352,Brandon Powell\PoweBr00,ATL,WR,25,10,0,0.00,0.00,0.00,0.00,0.00,0.20,0.70,3.50,0.00,0.80,0.50,4.00,8.00,0.10,0.10,0.00,0.10,,,1.10,1.57,15.7,1.32,,14.2,
353,Brett Rypien\RypiBr00,DEN,QB,24,3,1,9.00,13.3,98.3,0.67,1.33,1.67,-1.67,-1.00,0.00,0.00,0.00,0.00,,0.00,0.33,0.00,0.00,,,3.67,3.77,15.3,5.10,,14.7,
354,Ke'Shawn Vaughn\VaugKe00,TAM,RB,23,6,0,0.00,0.00,0.00,0.00,0.00,1.33,7.67,5.75,0.00,1.17,0.67,4.50,6.75,0.17,0.17,0.17,0.17,,,1.83,2.55,16.3,2.22,,16.2,
355,Phillip Walker\WalkPh00,CAR,QB,25,3,1,9.00,14.0,91.0,0.33,0.67,1.67,-0.67,-0.40,0.00,0.33,0.00,0.00,,0.00,0.33,0.00,0.00,,,3.67,3.57,12.7,4.23,,15.3,
356,Noah Brown\BrowNo00,DAL,WR,24,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.30,1.00,10.1,10.10,0.00,0.00,0.00,0.00,,,1.00,2.01,23.1,1.51,,14.4,
357,Olabisi Johnson\JohnOl00,MIN,WR,23,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.10,0.60,10.2,17.00,0.00,0.00,0.00,0.00,,,1.00,1.62,19.2,1.32,,14.3,
358,Anthony McFarland Jr.\McFaAn00,PIT,RB,21,7,0,0.00,0.00,0.00,0.00,0.00,2.86,9.57,3.35,0.00,0.86,0.57,4.00,7.00,0.00,0.00,0.00,0.00,,,1.43,1.93,13.5,1.64,,14.3,
359,Javon Wims\WimsJa00,CHI,WR,26,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.63,4.38,7.00,0.13,0.00,0.00,0.13,,,1.25,1.81,14.5,1.50,,18.1,
360,Ameer Abdullah\AbduAm00,MIN,RB,27,10,0,0.00,0.00,0.00,0.00,0.00,0.20,0.70,3.50,0.00,0.20,0.20,2.30,11.50,0.10,0.00,0.00,0.10,,,0.90,1.10,11.0,1.00,,10.3,
361,Saquon Barkley\BarkSa00,NYG,RB,23,2,2,0.00,0.00,0.00,0.00,0.00,9.50,17.0,1.79,0.00,4.50,3.00,30.0,10.00,0.00,0.00,0.00,0.00,,,4.50,7.70,15.4,6.20,,50.5,
362,Cameron Batson\BatsCa00,TEN,WR,25,6,1,0.00,0.00,0.00,0.00,0.00,0.33,2.50,7.50,0.00,1.33,1.33,12.3,9.25,0.00,0.00,0.00,0.00,,,1.50,2.82,16.9,2.15,,24.5,
363,Parris Campbell\CampPa00,IND,WR,23,2,2,0.00,0.00,0.00,0.00,0.00,1.00,8.00,8.00,0.00,4.50,3.00,35.5,11.83,0.00,0.00,0.00,0.00,,,4.50,7.35,14.7,5.85,,74.5,
364,Jakob Johnson\JohnJa12,NWE,RB,26,10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.70,0.70,3.40,4.86,0.10,0.10,0.00,0.10,,,0.90,1.64,16.4,1.29,,10.2,
365,Dawson Knox\KnoxDa00,BUF,TE,24,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.67,1.33,18.2,13.63,0.00,0.17,0.17,0.00,,,1.50,2.82,20.9,2.15,,11.3,
366,Joe Reed\ReedJo03,LAC,WR,22,8,0,0.00,0.00,0.00,0.00,0.00,0.63,3.63,5.80,0.13,0.13,0.00,0.00,,0.00,0.00,0.00,0.13,,,1.13,1.11,8.9,1.11,,18.5,
367,Ito Smith\SmitIt00,ATL,RB,25,8,0,0.00,0.00,0.00,0.00,0.00,1.63,5.75,3.54,0.00,1.25,0.88,5.38,6.14,0.00,0.00,0.00,0.00,,,1.13,1.99,15.9,1.55,,13.0,
368,Kaden Smith\SmitKa00,NYG,TE,23,10,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.70,1.40,8.70,6.21,0.00,0.10,0.00,0.00,,,0.90,2.27,22.7,1.57,,6.90,
369,Trent Taylor\TaylTr02,SFO,WR,26,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.10,1.00,8.60,8.60,0.00,0.00,0.00,0.00,,,0.90,1.86,18.6,1.36,,15.0,
370,Tyrod Taylor\TaylTy00,LAC,QB,31,2,1,8.00,15.0,104.0,0.00,0.00,3.00,3.50,1.17,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,4.50,4.50,9.0,4.50,,23.5,
371,Justin Watson\WatsJu01,TAM,WR,24,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.38,0.88,11.8,13.43,0.00,0.00,0.00,0.00,,,1.13,2.05,16.4,1.61,,18.3,
372,Maxx Williams\WillMa04,ARI,TE,26,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.25,0.75,8.25,11.00,0.25,0.00,0.00,0.25,,,2.25,3.08,12.3,2.70,,16.8,
373,Josh Adams\AdamJo03,NYJ,RB,24,2,0,0.00,0.00,0.00,0.00,0.00,1.50,4.00,2.67,0.50,1.00,1.00,7.00,7.00,0.00,0.00,0.00,0.50,,,4.00,5.10,10.2,4.60,,53.0,
374,Blake Bell\BellBl00,DAL,TE,29,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.10,0.70,8.00,11.43,0.00,0.00,0.00,0.00,,,0.80,1.50,15.0,1.15,,7.00,
375,C.J. Board\BoarC.00,NYG,WR,27,8,4,0.00,0.00,0.00,0.00,0.00,0.13,0.38,3.00,0.00,1.50,1.00,9.50,9.50,0.00,0.00,0.00,0.00,,,1.00,1.99,15.9,1.49,,19.1,
376,Jacoby Brissett\BrisJa00,IND,QB,28,5,0,0.40,1.00,3.40,0.00,0.00,1.00,2.20,2.20,0.20,0.00,0.00,0.00,,0.00,0.00,0.00,0.20,,,1.60,1.56,7.8,1.56,,9.60,
377,Tevin Coleman\ColeTe01,SFO,RB,27,3,1,0.00,0.00,0.00,0.00,0.00,7.00,16.7,2.38,0.00,1.33,1.00,11.3,11.33,0.00,0.00,0.00,0.00,,,2.67,3.80,11.4,3.30,,35.0,
378,Reggie Gilliam\GillRe00,BUF,TE,23,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,0.20,1.60,8.00,0.10,0.00,0.00,0.10,,,0.80,0.96,9.6,0.86,,7.20,
379,Mack Hollins\HollMa00,MIA,WR,27,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.40,0.30,2.10,7.00,0.10,0.00,0.00,0.10,,,0.80,1.11,11.1,0.96,,15.2,
380,Ty Johnson\JohnTy02,2TM,RB,23,7,0,0.00,0.00,0.00,0.00,0.00,0.86,8.14,9.50,0.00,1.29,0.71,3.29,4.60,0.00,0.00,0.00,0.00,,,1.14,1.86,13.0,1.50,,15.3,
381,Austin Mack\MackAu01,NYG,WR,23,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.40,1.20,16.4,13.67,0.00,0.00,0.00,0.00,,,1.60,2.84,14.2,2.24,,30.2,
382,MyCole Pruitt\PruiMy00,TEN,TE,28,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.67,0.50,2.83,5.67,0.17,0.00,0.00,0.17,,,1.33,1.78,10.7,1.53,,11.8,
383,Ben DiNucci\DiNuBe00,DAL,QB,24,3,1,7.67,14.3,73.0,0.00,0.00,2.00,7.33,3.67,0.00,0.00,0.00,0.00,,0.00,1.33,0.67,0.00,,,2.33,2.33,9.0,2.33,,17.0,
384,Chad Henne\HennCh01,KAN,QB,35,2,0,2.50,3.00,15.0,0.00,0.00,2.50,-1.00,-0.40,0.50,0.00,0.00,0.00,,0.00,0.50,0.00,0.50,,,3.50,3.50,7.0,3.50,,24.5,
385,Jalen Hurts\HurtJa00,PHI,QB,22,9,0,0.22,0.22,3.00,0.00,0.00,1.33,6.22,4.67,0.00,0.11,0.11,0.33,3.00,0.00,0.33,0.00,0.00,,,0.78,0.89,8.0,0.83,,5.56,
386,Anthony Sherman\SherAn00,KAN,RB,32,7,0,0.00,0.00,0.00,0.00,0.00,0.29,0.29,1.00,0.00,0.14,0.14,0.71,5.00,0.14,0.00,0.00,0.14,,,1.00,1.10,7.7,1.03,,15.6,
387,Courtland Sutton\SuttCo00,DEN,WR,25,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.00,3.00,66.0,22.00,0.00,0.00,0.00,0.00,,,7.00,9.60,9.6,8.10,,154.0,
388,J.J. Taylor\TaylJJ01,NWE,RB,22,3,0,0.00,0.00,0.00,0.00,0.00,5.33,23.3,4.38,0.00,0.67,0.33,1.33,4.00,0.00,0.00,0.00,0.00,,,2.33,2.80,8.4,2.63,,36.0,
389,Colin Thompson\ThomCo03,CAR,TE,27,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,0.10,0.70,7.00,0.10,0.00,0.00,0.10,,,0.70,0.77,7.7,0.72,,7.40,
390,Nick Vannett\VannNi00,DEN,TE,27,9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.44,0.89,7.56,8.50,0.00,0.00,0.00,0.00,,,0.78,1.64,14.8,1.20,,8.11,
391,Jamal Agnew\AgneJa00,DET,WR,25,8,0,0.00,0.00,0.00,0.00,0.00,0.38,1.88,5.00,0.00,1.88,1.13,6.00,5.33,0.00,0.13,0.00,0.00,,,0.75,1.91,15.3,1.35,,19.6,
392,Chad Beebe\BeebCh00,MIN,WR,26,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,0.88,7.88,9.00,0.00,0.13,0.00,0.00,,,0.75,1.66,13.3,1.23,,19.4,
393,Keke Coutee\CoutKe00,HOU,WR,23,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,2.00,10.5,5.25,0.50,0.50,0.50,0.50,,,3.00,5.05,11.1,4.05,,79.0,
394,Jason Croom\CrooJa00,PHI,TE,26,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.25,0.25,0.75,3.00,0.25,0.00,0.00,0.25,,,1.50,1.82,7.3,1.70,,18.8,
395,Chase Daniel\DaniCh00,DET,QB,34,1,0,8.00,13.0,94.0,1.00,1.00,1.00,5.00,5.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,6.00,6.30,7.3,7.30,,52.0,
396,Ashton Dulin\DuliAs00,IND,WR,23,7,0,0.00,0.00,0.00,0.00,0.00,0.14,0.43,3.00,0.00,0.57,0.43,7.57,17.67,0.00,0.14,0.00,0.00,,,0.86,1.23,8.6,1.01,,23.0,
397,Ryan Griffin\GrifRy00,NYJ,TE,30,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.70,5.50,7.86,0.00,0.00,0.00,0.00,,,0.60,1.25,12.5,0.90,,7.80,
398,Marlon Mack\MackMa00,IND,RB,24,1,1,0.00,0.00,0.00,0.00,0.00,4.00,26.0,6.50,0.00,3.00,3.00,30.0,10.00,0.00,0.00,0.00,0.00,,,6.00,8.60,8.6,7.10,,112.0,
399,LeSean McCoy\McCoLe01,TAM,RB,32,6,0,0.00,0.00,0.00,0.00,0.00,1.00,-0.17,-0.17,0.00,2.33,1.67,10.2,6.10,0.00,0.00,0.00,0.00,,,1.00,2.67,16.0,1.83,,18.5,
400,Vance McDonald\McDoVa00,PIT,TE,30,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.38,1.13,7.63,6.78,0.00,0.00,0.00,0.00,,,0.75,1.89,15.1,1.32,,9.63,
401,Jaydon Mickens\MickJa01,TAM,WR,26,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.11,0.78,6.44,8.29,0.00,0.00,0.00,0.00,,,0.67,1.42,12.8,1.03,,17.8,
402,Malcolm Perry\PerrMa00,MIA,RB,23,4,1,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.50,0.00,2.25,1.50,13.5,9.00,0.00,0.00,0.00,0.00,,,1.50,2.88,11.5,2.13,,28.3,
403,Damion Ratley\RatlDa00,NYG,WR,25,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,0.80,12.6,15.75,0.00,0.20,0.00,0.00,,,1.20,2.06,10.3,1.66,,31.2,
404,Patrick Ricard\RicaPa00,BAL,RB,26,10,5,0.00,0.00,0.00,0.00,0.00,0.10,-0.10,-1.00,0.00,0.70,0.50,2.40,4.80,0.10,0.10,0.10,0.10,,,0.60,1.13,12.3,0.88,,11.0,
405,Lee Smith\SmitLe00,BUF,WR,33,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.25,0.25,0.25,1.00,0.25,0.00,0.00,0.25,,,1.50,1.77,7.1,1.65,,39.8,
406,Jordan Thomas\ThomJo05,2TM,TE,24,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.40,0.20,0.60,3.00,0.20,0.00,0.00,0.20,,,1.20,1.46,7.3,1.36,,15.2,
407,Demetrius Harris\HarrDe03,CHI,TE,29,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.40,0.70,4.50,6.43,0.00,0.00,0.00,0.00,,,0.50,1.15,11.5,0.80,,8.00,
408,Dontrell Hilliard\HillDo00,CLE,RB,25,5,0,0.00,0.00,0.00,0.00,0.00,1.80,9.60,5.33,0.00,0.20,0.20,0.40,2.00,0.00,0.00,0.00,0.00,,,1.00,1.20,6.0,1.10,,23.0,
409,Patrick Laird\LairPa00,MIA,RB,25,10,0,0.00,0.00,0.00,0.00,0.00,0.30,1.80,6.00,0.00,0.60,0.50,3.60,7.20,0.00,0.00,0.00,0.00,,,0.50,1.04,10.4,0.79,,11.4,
410,Johnny Mundt\MundJo00,LAR,TE,26,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.40,0.40,5.30,13.25,0.00,0.00,0.00,0.00,,,0.50,0.93,9.3,0.73,,7.90,
411,Isaiah Zuber\ZubeIs00,NWE,WR,23,4,0,0.00,0.00,0.00,0.00,0.00,0.50,5.25,10.50,0.00,0.50,0.50,7.25,14.50,0.00,0.00,0.00,0.00,,,1.25,1.75,7.0,1.50,,40.5,
412,Lawrence Cager\CageLa01,NYJ,WR,23,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,1.00,17.5,17.50,0.00,0.00,0.00,0.00,,,2.00,2.75,5.5,2.25,,82.0,
413,Ted Ginn Jr.\GinnTe00,CHI,WR,35,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.50,6.67,13.33,0.00,0.17,0.00,0.00,,,0.67,1.17,7.0,0.92,,27.2,
414,Chris Manhertz\ManhCh00,CAR,TE,28,11,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.64,0.45,3.73,8.20,0.00,0.00,0.00,0.00,,,0.36,0.83,9.1,0.60,,7.36,
415,Rodney Smith\SmitRo08,CAR,RB,24,2,0,0.00,0.00,0.00,0.00,0.00,5.50,21.0,3.82,0.00,0.50,0.50,1.00,2.00,0.00,0.50,0.00,0.00,,,2.00,2.70,5.4,2.45,,58.0,
416,Equanimeous St. Brown\St.BEq00,GNB,WR,24,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.33,5.83,17.50,0.00,0.00,0.00,0.00,,,0.67,0.92,5.5,0.75,,27.5,
417,Jarrett Stidham\StidJa00,NWE,QB,24,2,0,5.50,11.5,62.0,0.50,1.50,2.00,3.00,1.50,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,2.00,1.80,6.6,3.30,,26.5,
418,Dez Bryant\BryaDe01,BAL,WR,32,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,2.00,14.0,7.00,0.00,0.00,0.00,0.00,,,1.50,3.40,6.8,2.40,,86.0,
419,Trenton Cannon\CannTr00,CAR,RB,26,9,0,0.00,0.00,0.00,0.00,0.00,0.67,2.00,3.00,0.00,0.22,0.22,1.67,7.50,0.00,0.00,0.00,0.00,,,0.33,0.59,5.3,0.48,,13.0,
420,Cethan Carter\CartCe00,CIN,TE,25,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.44,0.33,3.00,9.00,0.00,0.00,0.00,0.00,,,0.33,0.63,5.7,0.47,,9.33,
421,Ben Ellefson\ElleBe00,JAX,TE,24,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.17,1.67,10.00,0.00,0.00,0.00,0.00,0.17,,0.50,0.67,4.0,0.58,,13.7,
422,Antonio Gandy-Golden\GandAn00,WAS,WR,22,5,2,0.00,0.00,0.00,0.00,0.00,0.20,4.40,22.00,0.00,0.80,0.20,0.60,3.00,0.00,0.00,0.00,0.00,,,0.60,0.70,3.5,0.60,,34.8,
423,C.J. Ham\HamxC.00,MIN,RB,27,10,6,0.00,0.00,0.00,0.00,0.00,0.30,0.80,2.67,0.00,0.60,0.20,1.90,9.50,0.00,0.00,0.00,0.00,,,0.30,0.47,4.7,0.37,,12.1,
424,KeeSean Johnson\JohnKe07,ARI,WR,24,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,1.50,14.5,9.67,0.00,0.00,0.00,0.00,,,1.50,2.95,5.9,2.20,,85.0,
425,Nick Keizer\KeizNi00,KAN,TE,25,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.80,0.50,4.80,9.60,0.00,0.10,0.10,0.00,,,0.30,0.78,8.8,0.53,,8.30,
426,Josh Malone\MaloJo00,NYJ,WR,24,4,0,0.00,0.00,0.00,0.00,0.00,0.25,3.00,12.00,0.00,1.50,1.00,4.00,4.00,0.00,0.00,0.00,0.00,,,0.75,1.70,6.8,1.20,,42.8,
427,Gunner Olszewski\OlszGu00,NWE,WR,24,7,2,0.00,0.00,0.00,0.00,0.00,0.57,3.14,5.50,0.00,0.29,0.29,1.43,5.00,0.00,0.14,0.00,0.00,,,0.43,0.74,5.2,0.60,,24.0,
428,Seth Roberts\RobeSe00,CAR,WR,29,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.86,0.57,4.43,7.75,0.00,0.00,0.00,0.00,,,0.43,1.01,7.1,0.73,,24.1,
429,Bo Scarbrough\ScarBo01,SEA,RB,26,1,0,0.00,0.00,0.00,0.00,0.00,6.00,31.0,5.17,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,3.00,3.10,3.1,3.10,,119.0,
430,Darrius Shepherd\ShepDa00,GNB,WR,25,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.14,0.71,6.57,9.20,0.00,0.14,0.14,0.00,,,0.43,1.09,8.6,0.73,,24.7,
431,Darwin Thompson\ThomDa06,KAN,RB,23,9,0,0.00,0.00,0.00,0.00,0.00,1.44,5.78,4.00,0.00,0.44,0.00,0.00,,0.00,0.11,0.11,0.00,,,0.33,0.36,4.2,0.36,,13.1,
432,Austin Walter\WaltAu00,SFO,RB,24,2,0,0.00,0.00,0.00,0.00,0.00,0.50,1.50,3.00,0.00,0.50,0.50,13.5,27.00,0.00,0.00,0.00,0.00,,,1.50,2.00,4.0,1.75,,60.0,
433,Nick Westbrook-Ikhine\WestNi00,TEN,WR,23,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.56,0.22,1.56,7.00,0.00,0.00,0.00,0.00,0.11,,0.33,0.60,5.4,0.49,,18.4,
434,Jameis Winston\WinsJa00,NOR,QB,26,2,0,3.50,5.50,37.5,0.00,0.00,3.50,-2.50,-0.71,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,1.50,1.25,2.5,1.25,,27.0,
435,Brandon Zylstra\ZylsBr00,CAR,WR,27,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.18,0.18,2.91,16.00,0.00,0.00,0.00,0.00,,,0.27,0.47,5.2,0.38,,15.2,
436,Alex Armah\ArmaAl00,CAR,RB,26,11,1,0.00,0.00,0.00,0.00,0.00,0.45,0.55,1.20,0.00,0.55,0.27,0.82,3.00,0.00,0.00,0.00,0.00,,,0.18,0.41,4.5,0.27,,11.9,
437,Khari Blasingame\BlasKh00,TEN,RB,24,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.44,0.33,2.56,7.67,0.00,0.00,0.00,0.00,,,0.22,0.59,5.3,0.42,,13.7,
438,Mike Boone\BoonMi00,MIN,RB,25,10,0,0.00,0.00,0.00,0.00,0.00,0.30,1.80,6.00,0.00,0.10,0.10,0.60,6.00,0.00,0.00,0.00,0.00,,,0.20,0.34,3.4,0.29,,12.2,
439,Deontay Burnett\BurnDe00,PHI,WR,23,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,1.50,9.50,6.33,0.00,0.00,0.00,0.00,,,1.00,2.45,4.9,1.70,,88.5,
440,Michael Burton\BurtMi00,NOR,RB,28,10,4,0.00,0.00,0.00,0.00,0.00,0.50,0.80,1.60,0.00,0.20,0.20,1.50,7.50,0.00,0.00,0.00,0.00,,,0.20,0.43,4.3,0.33,,12.4,
441,Stephen Carlson\CarlSt00,CLE,,24,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.10,0.00,0.00,,0.00,0.00,0.00,0.00,0.10,,0.20,0.20,2.0,0.20,,8.80,
442,Austin Carr\CarrAu00,NOR,WR,27,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.67,0.67,5.33,8.00,0.00,0.00,0.00,0.00,,,0.67,1.20,3.6,0.87,,59.7,
443,Darrynton Evans\EvanDa02,TEN,RB,22,2,0,0.00,0.00,0.00,0.00,0.00,2.50,10.5,4.20,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,1.00,1.05,2.1,1.05,,63.5,
444,Daurice Fountain\FounDa00,IND,WR,25,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.60,0.40,4.60,11.50,0.00,0.00,0.00,0.00,,,0.40,0.86,4.3,0.66,,35.0,
445,Brian Hoyer\HoyeBr00,NWE,QB,35,1,1,15.0,24.0,130.0,0.00,1.00,1.00,8.00,8.00,0.00,0.00,0.00,0.00,,0.00,1.00,1.00,0.00,,,2.00,2.00,4.0,3.00,,55.0,
446,Tanner Hudson\HudsTa00,TAM,TE,26,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.67,0.22,2.33,10.50,0.00,0.00,0.00,0.00,,,0.22,0.46,4.1,0.34,,9.56,
447,Andy Janovich\JanoAn00,CLE,RB,27,9,3,0.00,0.00,0.00,0.00,0.00,0.22,0.44,2.00,0.00,0.33,0.22,1.44,6.50,0.00,0.00,0.00,0.00,,,0.22,0.41,3.7,0.30,,14.3,
448,Case Keenum\KeenCa00,CLE,QB,32,1,0,5.00,10.0,46.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,2.00,1.80,1.8,1.80,,56.0,
449,Donte Moncrief\MoncDo00,NWE,WR,27,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,1.00,15.0,15.00,0.00,0.00,0.00,0.00,,,2.00,2.50,2.5,2.00,,181.0,
450,Ty Montgomery\MontTy01,NOR,RB,27,4,0,0.00,0.00,0.00,0.00,0.00,0.25,-1.00,-4.00,0.00,0.75,0.50,6.25,12.50,0.00,0.00,0.00,0.00,,,0.50,1.02,4.1,0.78,,31.5,
451,Elijhaa Penny\PennEl00,NYG,RB,27,10,0,0.00,0.00,0.00,0.00,0.00,0.30,0.50,1.67,0.00,0.20,0.10,1.10,11.00,0.00,0.00,0.00,0.00,,,0.20,0.26,2.6,0.21,,13.0,
